Index,Artist,Song,Emotion
ML2304,Iggy Pop,Lust for life (recorded during the us tour in 1986),happy
ML2305,The Beatles,All You Need Is Love,happy
ML2306,The Gathering,Locked Away,angry
ML2307,Zeromancer,The Death Of Romance,sad
ML2308,System of a Down,War?,angry
ML2309,Keb' Mo',The Door,sad
ML2310,Usher,I'll Show You Love,happy
ML2311,Junior Kimbrough,Meet Me in the City,relaxed
ML2312,Bass  Fontella,Rescue Me,happy
ML2313,Black Flag,Police Story,angry
ML2314,Rancid,Black Lung (Album Version),sad
ML2315,The Shirelles,Will You Love Me Tomorrow,happy
ML2316,The Beatles,In My Life,happy
ML2317,The Beatles,Golden Slumbers,relaxed
ML2318,Sick Puppies,Master Of The Universe,sad
ML2319,AFI,Summer Shudder,sad
ML2320,The Beatles,Good Night,relaxed
ML2321,The Beatles,Your Mother Should Know,happy
ML2322,Blind Willie Johnson,You'll Need Somebody On Your Bond,sad
ML2323,Teenage Fanclub,The Sun Shines From You,relaxed
ML2324,Turtles,Happy Together,happy
ML2325,Lord  Mary Lou,Lights Are Changing,sad
ML2326,cardigans,lovefool,happy
ML2327,Deborah Allen,I Will Always Love You,happy
ML2328,The Misfits,The Haunting,sad
ML2329,Sick Of It All,Consume (LP Version),sad
ML2330,Atomic Rooster,Close Your Eyes,relaxed
ML2331,April Wine,Caught In The Crossfire,angry
ML2332,MÃ¥negarm,Ur SjÃ¤lslig DÃ¶d,sad
ML2333,Irma Thomas,Hold Me While I Cry,relaxed
ML2334,Doyle Bramhall,That's How Strong My Love Is,happy
ML2335,My Chemical Romance,You Know What They Do To Guys Like Us In Prison (Album Version),angry
ML2336,Hank Locklin,Send Me The Pillow You Dream On,relaxed
ML2337,elvis_presley,heartbreak_hotel,sad
ML2338,Ensiferum,Into Battle,angry
ML2339,Patty Griffin,Moses,sad
ML2340,The Beatles,I Want You,angry
ML2341,The Beatles,Honey Don't,relaxed
ML2342,Sick Of It All,Death Or Jail,angry
ML2343,Suicidal Tendencies,Human Guinea Pig,sad
ML2344,John Berry,Ninety Miles An Hour,sad
ML2345,roy_orbison,running_scared,angry
ML2346,Sugarbomb,Posterchild for Tragedy,angry
ML2347,The Beatles,Octopus's Garden,relaxed
ML2348,The Beatles,For You Blue,relaxed
ML2349,Funeral For A Friend,All The Rage (Clean Album Version),sad
ML2350,Tommy Castro,Sho' Enough,happy
ML2351,Ross  Diana & the Supremes,Baby Love,happy
ML2352,P.O.D.,Wildfire (Album Version),angry
ML2353,Wire,I Am the Fly,sad
ML2354,Knack,Everything I Do,angry
ML2355,Temple Of The Dog,Hunger Strike,sad
ML2356,Queens Of The Stone Age,Everybody's Gonna Be Happy,happy
ML2357,The Beatles,Love Me Do,happy
ML2358,The Beatles,Yer Blues,sad
ML2359,The Beatles,Wild Honey Pie,relaxed
ML2360,Richard Hell & the Voidoids,Love Comes in Spurts,happy
ML2361,mamas_and_the_papas,words_of_love,happy
ML2362,Melvins,Gluey Porch Treatments,sad
ML2363,Rancid,The Bravest Kids (Acoustic),angry
ML2364,Boyz II Men,In My Life,happy
ML2365,Rolling Stones,Gimme Shelter,angry
ML2366,Alice Cooper,Be My Lover,relaxed
ML2367,Franz Ferdinand,Do You Want To,happy
ML2368,Bad Religion,Flat Earth Society (Album Version),angry
ML2369,The Rascals,I'm So Happy Now (Single Version),happy
ML2370,Fun Lovin' Criminals,We Have All The Time In The World (Live),happy
ML2371,chantal_kreviazuk,surrounded,angry
ML2372,unloco,Bystander (Album Version),relaxed
ML2373,The Beatles,Can't Buy Me Love,happy
ML2374,Reach 454,6 Yrs (Album Version ),angry
ML2375,Aiden,Killing Machine,angry
ML2376,Kris Kristofferson,Killer Barracuda,angry
ML2377,Randy Stonehill,Angry Young Men (LP Version),angry
ML2378,Crests  The,Sixteen Candles,happy
ML2379,George Jones,Together Alone,sad
ML2380,Nick Cave & The Bad Seeds,Christina The Astonishing (2010 Digital Remaster),sad
ML2381,Happy Mondays,Grandbag's Funeral,relaxed
ML2382,Adam Ant,Something Girls,relaxed
ML2383,New Edition [US],Candy Girl,relaxed
ML2384,The Beatles,The End,happy
ML2385,Curtis Mayfield,People Never Give Up,angry
ML2386,replacements,answering_machine,sad
ML2387,3 of Hearts,Is It Love,happy
ML2388,The Suicide Machines,Burning In The Aftermath,angry
ML2389,Shelby Lynne,Pretend,angry
ML2390,Muse,Supermassive Black Hole (Album Version),sad
ML2391,Minogue  Kylie,I Should Be So Lucky,happy
ML2392,Sade,Morning Bird,relaxed
ML2393,Aerosmith,Janie's Got A Gun,angry
ML2394,Motley Crue,Get It For Free,relaxed
ML2395,Whitesnake,Love Ain't No Stranger (2003 Digital Remaster),happy
ML2396,LORE,Release,happy
ML2397,Bob Marley & The Wailers,Rainbow Country (Red Gold And Green Version),relaxed
ML2398,Agnes,I Need You Now,sad
ML2399,Silverchair,The Door,sad
ML2400,Kane,My Heart's Desire,angry
ML2401,L.A. Guns,Some Lie For Love,angry
ML2402,Deftones,No Ordinary Love (Remastered LP Version),happy
ML2403,air,sexy_boy,happy
ML2404,jackson_5,abc,relaxed
ML2405,Metallica,Metal Militia,sad
ML2406,The Rapture,Killing,sad
ML2407,Roger Clyne & The Peacemakers,Mile High and Risin',sad
ML2408,Fontella Bass,Rescue Me,happy
ML2409,Simply Red,Thrill Me,happy
ML2410,Muse,Stockholm Syndrome,angry
ML2411,Natasha Bedingfield,These Words,happy
ML2412,Wings,Silly Love Songs,happy
ML2413,The Clash,I'm So Bored With The U.S.A.,sad
ML2414,Hatebreed,Destroy Everything (Album Version),angry
ML2415,Rainbow,Still I'm Sad,sad
ML2416,Placebo,The Never-Ending Why,sad
ML2417,Juliette & The Licks,Shelter Your Needs,angry
ML2418,Akon,Lonely,sad
ML2419,Beach Boys,God Only Knows,happy
ML2420,James  Elmore,Sky Is Crying,relaxed
ML2421,Information Society,Make It Funky (Album Version),happy
ML2422,U2,October,sad
ML2423,alicia_keys,fallin,happy
ML2424,Simon & Garfunkel,Patterns,sad
ML2425,The Beatles,Her Majesty,relaxed
ML2426,Santana,Rock Me,relaxed
ML2427,Jeff Scott Soto,2 Late 4 Goodbyes,sad
ML2428,Altered Images,Happy Birthday,happy
ML2429,Andrew W.K.,Long Live The Party,happy
ML2430,DeGarmo & Key,Out Of The Danger Zone (Degarmo And Key Album Version),angry
ML2431,John Stewart,Price Of The Fire,angry
ML2432,Lifer,Breathless,sad
ML2433,Walter Hawkins,Never Alone,sad
ML2434,Clooney  Rosemary,Come On-A My House,relaxed
ML2435,Public Image Ltd,The Suit,relaxed
ML2436,yeah_yeah_yeahs,maps,happy
ML2437,Jars Of Clay,Love Me,happy
ML2438,Midge Ure,Four,happy
ML2439,Foghat,Dead End Street,sad
ML2440,Evergreen Terrace,Look Up At The Stars And You're Gone,angry
ML2441,Amorphis,Privilege of Evil (From the Privilege of Evil EP),angry
ML2442,The Cardigans,Paralyzed,angry
ML2443,Pee Wee King,Slow Poke,sad
ML2444,Case  Neko & Her Boyfriends,Bowling Green,relaxed
ML2445,Silverchair,Cicada,angry
ML2446,Foo Fighters,If Ever,happy
ML2447,MxPx,Drum Machine Joy,happy
ML2448,Uman,The way to Peace,relaxed
ML2449,The Beatles,I'm Happy Just To Dance With You,happy
ML2450,Bob Marley,Small Axe,sad
ML2451,Malefaction,Abused And Unloved,sad
ML2452,Deftones,Lotion (LP Version),sad
ML2453,Trashmen,Surfin' Bird,relaxed
ML2454,Channel  Bruce,Hey! Baby,relaxed
ML2455,Skeletonwitch,Within My Blood,angry
ML2456,Radiohead,You (Demo),angry
ML2457,P.O.D.,Eyes Of A Stranger (Album Version),angry
ML2458,Thrice,The Earth Isn't Humming,sad
ML2459,Twila Paris,Perfect Peace,relaxed
ML2460,Donny Hathaway,I Love You More Than You'll Ever Know (LP Version),happy
ML2461,green_day,longview,sad
ML2462,Rihanna,Good Girl Gone Bad,relaxed
ML2463,Dionne Warwick,I've Been Loving You Too Long (LP Version),happy
ML2464,Royal Trux,I'm Ready,sad
ML2465,Inspiral Carpets,Party In The Sky,sad
ML2466,Dead Boys,Sonic Reducer,sad
ML2467,McCartney  Paul/Wings,Silly Love Songs,happy
ML2468,The Beatles,Happiness is a Warm Gun,angry
ML2469,cat_power,he_war,angry
ML2470,Buzzcocks,Ever Fallen in Love?,happy
ML2471,Bad Company [1],Can't Get Enough,happy
ML2472,New York Dolls,Trash (live Paris),sad
ML2473,jefferson_airplane,somebody_to_love,happy
ML2474,Harry Connick_ Jr.,Once,happy
ML2475,Bad Company [1],Feel Like Makin' Love,happy
ML2476,The Beatles,Maxwell's Silver Hammer,sad
ML2477,Fun Lovin' Criminals,We Have All The Time In The World,happy
ML2478,Skrape,Searching For Home,relaxed
ML2479,throwing_muses,hate_my_way,angry
ML2480,Small Faces,Itchycoo Park,happy
ML2481,Hot Tuna,Candy Man,relaxed
ML2482,eels,cancer_for_the_cure,angry
ML2483,Mink DeVille,Heaven Stood Still,relaxed
ML2484,Owens  Buck,Sally Was a Good Old Girl,relaxed
ML2485,Blind Willie Johnson,God Don't Never Change,happy
ML2486,Dean Martin,Until You Love Someone,happy
ML2487,The Beatles,And I Love Her,happy
ML2488,Hot Tuna,Death Don't Have No Mercy,sad
ML2489,Pop  Iggy,Lust for Life,happy
ML2490,Asleep At The Wheel,Let Me Go Home Whiskey,relaxed
ML2491,The Beatles,Maggie Mae,sad
ML2492,The Killers,A White Demon Love Song (Soundtrack Album Version),angry
ML2493,Panic At The Disco,Northern Downpour (Album Version),sad
ML2494,Bad Religion,The Lie,angry
ML2495,Phantom Planet,Here I Am,relaxed
ML2496,The Beatles,I Should Have Known Better,happy
ML2497,SNAP!,The World In My Hands (We Are One),relaxed
ML2498,The Police,So Lonely,sad
ML2499,Atreyu,Ex's And Oh's (Instrumental Version),sad
ML2500,Steel Pulse,We Can Do It,angry
ML2501,Kathy Troccoli,Never My Love,happy
ML2502,Descendents,Cheer,happy
ML2503,The Gathering,Locked Away,angry
ML2504,Nilsson  Harry,1941,relaxed
ML2505,Chris Brown,I Love U,happy
ML2506,Devo,Be Stiff (Live),sad
ML2507,Alice In Chains,Take Her Out,sad
ML2508,Sex Pistols,Seventeen,sad
ML2509,Cline  Patsy,I Fall to Pieces,sad
ML2510,Bare  Bobby,500 Miles Away from Home,relaxed
ML2511,GWAR,Slap U Around,angry
ML2512,The Beatles,Birthday,happy
ML2513,devo,girl_u_want,relaxed
ML2514,franz_ferdinand,come_on_home,relaxed
ML2515,Danny Wilson,The Second Summer Of Love,happy
ML2516,Nana Mouskouri,Only You,happy
ML2517,Foals,Red Socks Pugie,angry
ML2518,Buzzcocks,Everybody's Happy Nowadays,happy
ML2519,Spooky Tooth,Evil Woman,angry
ML2520,abc,poison_arrow,angry
ML2521,The Beatles,Here Comes The Sun,relaxed
ML2522,Juelz Santana,There It Go (The Whistle Song),relaxed
ML2523,Public Image Ltd,This Is Not A Love Song,happy
ML2524,Robben Ford,Something For The Pain,angry
ML2525,Motley Crue,Afraid,angry
ML2526,Nirvana,Polly,sad
ML2527,The Beatles,Two Of Us,relaxed
ML2528,Ziggy Marley And The Melody Makers,New Love,happy
ML2529,Berlin,Now It's My Turn (Aqualite Mix),angry
ML2530,George Jones,I Don't Love You Anymore,happy
ML2531,Rundgren  Todd,Can We Still Be Friends?,sad
ML2532,Aaron Watson,Whiskey on the Fire,angry
ML2533,Isley Brothers,Fight the Power  Pt. 1,angry
ML2534,robert_johnson,sweet_home_chicago,relaxed
ML2535,Donnie McClurkin,Psalm 27,happy
ML2536,Dimmu Borgir,The Fundamental Alienation,angry
ML2537,Rihanna,Good Girl Gone Bad,relaxed
ML2538,Lewis  Jerry Lee,Another Place  Another Time,sad
ML2539,Akon,Don't Matter,angry
ML2540,DeGarmo & Key,Destined To Win,happy
ML2541,Gibson  Debbie,Shake Your Love,happy
ML2542,KT Tunstall,Paper Aeroplane (Live From 'Drastic Fantastic' Tour),sad
ML2543,PJ Harvey,This Mess We're In,relaxed
ML2544,Johnny Cash,Were You There (When They Crucified My Lord),sad
ML2545,Bryan Ferry,This Love,happy
ML2546,Michael Jackson,Happy,happy
ML2547,Marvin Gaye,Joy,happy
ML2548,Killswitch Engage,Unbroken,angry
ML2549,The Everly Brothers,So Lonely,sad
ML2550,Clannad,Now Is Here,relaxed
ML2551,Eastmountainsouth,Mark's Song,relaxed
ML2552,Tom Jones,Without Love (There Is Nothing),happy
ML2553,Marianne Faithfull,Sad Lisa,sad
ML2554,Pink Floyd,Chapter 24,relaxed
ML2555,Johnny Cash,Were You There (When They Crucified My Lord),sad
ML2556,Pink Floyd,Take Up Thy Stethoscope and Walk,angry
ML2557,The Everly Brothers,Lonely Street,sad
ML2558,John Lennon,Happy Xmas (War Is Over),happy
ML2559,Joe Jackson,Lullaby,sad
ML2560,Megadeth,The Killing Road,angry
ML2561,Willie Nelson,What a Wonderful World,relaxed
ML2562,Black Sabbath,Sick and Tired,sad
ML2563,Stevie Wonder,Outside My Window,relaxed
ML2564,Stevie Wonder,Come Back as a Flower,relaxed
ML2565,John Lennon,Happy Xmas (War Is Over),happy
ML2566,Bee Gees,Night Fever,sad
ML2567,Neil Diamond,Dear Father,relaxed
ML2568,Metallica,Last Caress/Green Hell,sad
ML2569,Reba McEntire,Can't Even Get the Blues No More,sad
ML2570,Neil Young,California Sunset,relaxed
ML2571,Megadeth,FFF,angry
ML2572,Eddie Money,Think I'm in Love,happy
ML2573,Kelis,Caught Out There,angry
ML2574,Bobby McFerrin,Drive My Car,happy
ML2575,Slayer,War Zone,angry
ML2576,Slayer,Here Comes the Pain,angry
ML2577,Al Green,You Are So Beautiful,happy
ML2578,John Lennon,Happy Xmas (War Is Over),happy
ML2579,Slayer,Ghosts of War,angry
ML2580,Natalie Cole,L-O-V-E,happy
ML2581,The Prodigy,One Love,happy
ML2582,Ice Cube,Dirty Mack,sad
ML2583,Metallica,Metal Militia,sad
ML2584,Gene Vincent,Be-Bop-A-Lula,relaxed
ML2585,George Harrison,What Is Life,happy
ML2586,The Rolling Stones,Tie You Up (The Pain of Love),angry
ML2587,Boyz II Men,Silent Night,relaxed
ML2588,Venom,Warhead,angry
ML2589,Paul McCartney,My Love,happy
ML2590,Sheryl Crow,A Change Would Do You Good,relaxed
ML2591,Slayer,Fight Till Death,angry
ML2592,Anthrax,Among the Living,angry
ML2593,Opeth,Heir Apparent,sad
ML2594,Sepultura,Territory,angry
ML2595,Bing Crosby,Sweet Leilani,relaxed
